nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0058874	Peter Bartlett	1942	\N	actor,soundtrack,archive_footage	tt0780521,tt0395251,tt0212338,tt0062595
nm0059324	Laurie Bartram	1958	2007	actress,archive_footage	tt0080761,tt0068067,tt0057731
nm0059431	Jay Baruchel	1982	\N	actor,producer,director	tt1456635,tt1245492,tt0892769,tt2386490
nm0059654	David Alan Basche	\N	\N	actor,producer,director	tt7317324,tt3958780,tt4370596,tt1830888
nm0059946	Elya Baskin	1950	\N	actor,miscellaneous,archive_footage	tt0413300,tt0316654,tt1399103,tt0146309
nm0059971	Antoine Basler	1966	\N	actor,director,writer	tt1235166,tt0118996,tt1388815,tt4691296
nm0060221	Linda Bassett	1950	\N	actress,soundtrack,archive_footage	tt0166175,tt0337909,tt0434124,tt1983079
nm0060561	Steve Bastoni	1966	\N	actor,writer,producer	tt0234215,tt0290747,tt8526072,tt0110858
nm0060845	Barbara Bates	1925	1969	actress,soundtrack,archive_footage	tt0042192,tt0042869,tt0045589,tt0041509
nm0060904	Florence Bates	1888	1954	actress,soundtrack,archive_footage	tt0032976,tt0035078,tt0041587,tt0041716
nm0060931	Jeanne Bates	1918	2007	actress,archive_footage	tt0166924,tt0074486,tt0099423,tt0038731
nm0060988	Michael Bates	1920	1978	actor,archive_footage	tt0066921,tt0068611,tt0066206,tt0081878
nm0061003	Paul Bates	1958	\N	actor	tt0094898,tt0108399,tt0298203,tt6802400
nm0061045	Tyler Bates	1965	\N	composer,soundtrack,music_department	tt10366206,tt3896198,tt6806448,tt5463162
nm0061262	Bryan Batt	1963	\N	actor,producer,archive_footage	tt0804503,tt2024544,tt0113464,tt1309379
nm0061347	Cyia Batten	1972	\N	actress,archive_footage	tt0472062,tt0420294,tt0305357,tt0988083
nm0061639	Vanessa Bauche	1973	\N	actress,producer,director	tt0245712,tt0419294,tt0120746,tt0168734
nm0061649	Bill Baucom	1910	1981	actor,archive_footage,archive_sound	tt0048280,tt0050035,tt0047708,tt0047736
nm0061770	Cate Bauer	1929	\N	actress,archive_footage	tt0055254,tt0052515
nm0061777	Chris Bauer	1966	\N	actor,archive_footage	tt0306414,tt0844441,tt4998350,tt6554240
nm0061830	Hans-Uwe Bauer	1955	\N	actor	tt0405094,tt0301357,tt0088411,tt27165281
nm0062471	Pina Bausch	1940	2009	miscellaneous,director,actress	tt0287467,tt3422864,tt0280840,tt0087188
nm0062752	Jennifer Baxter	1976	\N	actress,writer,producer	tt0418819,tt0186151,tt0382628,tt0342505
nm0062844	Frances Bay	1919	2011	actress,archive_footage	tt0090756,tt0116483,tt0141369,tt0209475
nm0063027	Terence Bayler	1930	2016	actor,archive_footage	tt0079470,tt0088846,tt0081633,tt0241527
nm0063218	Joe Bays	1955	\N	actor	tt0413300,tt0151804,tt0117705,tt0110364
nm0063414	Roque Baños	1968	\N	composer,director,writer	tt6246322,tt1318517,tt1590193,tt1390411
nm0063440	Adam Beach	1972	\N	actor,producer,miscellaneous	tt0245562,tt0418689,tt0245686,tt0409847
nm0063571	Kate Beahan	1974	\N	actress,assistant_director,miscellaneous	tt0450345,tt0408790,tt0242653,tt0221073
nm0063872	Adrien Beard	1969	\N	producer,art_department,actor	tt0121955,tt2133326,tt0372588,tt0158983
nm0063914	Matthew Beard	1989	\N	actor,miscellaneous	tt2084970,tt0829098,tt6921996,tt1563738
nm0063944	Sugar Lyn Beard	1981	\N	actress,producer,writer	tt2823054,tt1700841,tt7525778,tt10556022
nm0063945	Steven Beard	\N	\N	actor	tt0138097,tt0107943,tt0108717,tt0079288
nm0063973	Chris Boardman	1954	\N	music_department,composer,miscellaneous	tt0120784,tt0088939,tt0106856,tt0095016
nm0064040	John Beasley	1943	2023	actor,music_department,soundtrack	tt2975578,tt0164184,tt0144214,tt0351977
nm0064098	Bruce Beaton	\N	\N	actor,miscellaneous,soundtrack	tt0299658,tt0399146,tt0211938,tt0292858
nm0064170	Michael Beattie	\N	\N	actor,miscellaneous,archive_sound	tt3469046,tt2293640,tt1540125,tt0291502
nm0064193	Bruce Beatty	\N	\N	actor	tt3850214,tt0106856,tt0120768,tt0094894
nm0064229	Nancy Beatty	\N	\N	actress	tt0805564,tt0116493,tt0098273,tt0118379
nm0064235	Robert Beatty	1909	1992	actor,archive_footage	tt0062622,tt0094074,tt0075066,tt0065207
nm0064277	Susan Beaubian	1951	\N	actress,archive_footage	tt2788432,tt0477051,tt0433309,tt0088939
nm0064607	Kathryn Beaumont	1938	\N	actress,miscellaneous,soundtrack	tt0043274,tt0046183,tt0322968,tt1390843
nm0064769	Jim Beaver	1950	\N	actor,writer,producer	tt0348914,tt0460681,tt0903747,tt1190634
nm0065007	Demián Bichir	1963	\N	actor,producer,director	tt3460252,tt1554091,tt2002718,tt5034838
nm0065059	Beck	1970	\N	music_artist,actor,composer	tt0446029,tt0119535,tt2872732,tt1464540
nm0065100	Christophe Beck	1968	\N	composer,music_department,actor	tt2294629,tt0478970,tt1204342,tt5095030
nm0065235	Michael Beck	1949	\N	actor,archive_footage	tt0080120,tt0081777,tt0084316,tt0486048
nm0065284	Steve Beck	\N	\N	visual_effects,director,writer	tt0288477,tt0096754,tt0099810,tt0245674
nm0065292	Tony Beck	\N	\N	actor	tt1477837,tt0388629,tt0481273,tt0409591
nm0065307	William Beck	\N	\N	actor	tt0208092,tt0096555,tt1046922,tt0787985
nm0065320	Graham Beckel	1949	\N	actor,director,music_department	tt0119488,tt0113627,tt5052474,tt0070509
nm0065418	Gerry Becker	1951	2019	actor	tt0145487,tt0147612,tt0119174,tt0116213
nm0065545	Nicolas Becker	\N	\N	sound_department,composer,music_department	tt5363618,tt1454468,tt1149361,tt2543164
nm0065608	Walt Becker	1968	\N	director,producer,writer	tt0976238,tt0486946,tt0283111,tt1684734
nm0065615	Wolfgang Becker	1954	\N	director,writer,actor	tt0301357,tt0096052,tt0104615,tt0119510
nm0065874	Andy Beckwith	\N	\N	actor,archive_footage	tt1355631,tt0944947,tt5691024,tt0208092
nm0065942	Irene Bedard	1967	\N	actress,producer,archive_footage	tt0114148,tt5848272,tt0409572,tt0110297
nm0066023	John Bedford Lloyd	1956	\N	actor,archive_footage	tt0096754,tt0086465,tt0372183,tt0115333
nm0066025	Bart Bedford	\N	\N	actor,miscellaneous	tt0452694,tt0292506,tt0332047,tt0401997
nm0066028	Brian Bedford	1935	2016	actor,director,soundtrack	tt0113987,tt0070608,tt0060472,tt0061242
nm0066098	Shelley Berman	1925	2017	actor,writer,producer	tt0960144,tt0290002,tt0264235,tt0457939
nm0066144	Gerry Bednob	1935	\N	actor,writer,producer	tt0405422,tt0841046,tt1007028,tt0104187
nm0066166	Alfonso Bedoya	1904	1957	actor	tt0040897,tt0042256,tt0051411,tt0165130
nm0066480	Daniel Beer	\N	\N	actor,executive	tt0102685,tt0101787,tt0092796,tt1551632
nm0066877	Joy Behar	1942	\N	actress,writer,producer	tt1667889,tt0480687,tt0107507,tt0111942
nm0066951	Peter Behn	1934	\N	actor,archive_footage,archive_sound	tt5139360,tt0123366,tt5334978,tt2129864
nm0067013	Bonnie Behrend	\N	\N	actress	tt0086465
nm0067367	Bérénice Bejo	1976	\N	actress,cinematographer,archive_footage	tt1655442,tt2404461,tt0464913,tt0183790
nm0067457	Timur Bekmambetov	1961	\N	producer,director,writer	tt0403358,tt7826276,tt2638144,tt0409904
nm0067497	Doris Belack	1926	2011	actress,miscellaneous,archive_footage	tt0084805,tt0387514,tt0092494,tt0103241
nm0067643	Joe Belcher	1928	2006	actor	tt0082010,tt0181264,tt0313118,tt0079073
nm0067672	Lia Beldam	1944	2021	actress,archive_footage	tt0081505
nm0068125	Dan Bell	\N	\N	actor,stunts,producer	tt0105793,tt0099365,tt0120889,tt0187078
nm0068171	E.E. Bell	1955	\N	actor	tt0475290,tt1067583,tt0118571,tt10640346
nm0068187	Emma Bell	\N	\N	actress,director,writer	tt1520211,tt2392830,tt1723760,tt1622979
nm0068206	Francine Bell	\N	\N	actress	tt0242653,tt0348150,tt0115109,tt0094511
nm0068260	Jamie Bell	1986	\N	actor,producer,writer	tt0249462,tt0489099,tt1502712,tt2066051
nm0068270	Jeannie Bell	1943	\N	actress,archive_footage	tt0070379,tt0072245,tt0072006,tt0074941
nm0068338	Kristen Bell	1980	\N	actress,producer,writer	tt2294629,tt0412253,tt2771372,tt0800039
nm0068382	Marshall Bell	1942	\N	actor,archive_footage	tt0120201,tt0100802,tt0114660,tt0092005
nm0068406	Miya McGhee	\N	\N	actress,writer,miscellaneous	tt0101507,tt0120611,tt0220095,tt0123324
nm0068484	Rini Bell	1981	\N	actress	tt0204946,tt0162346,tt0215129,tt0362227
nm0068551	Tobin Bell	1942	\N	actor,producer,director	tt0387564,tt0095647,tt0106918,tt3275216
nm0068580	Wayne Bell	\N	\N	sound_department,actor,composer	tt0405296,tt0112471,tt1065073,tt0072271
nm0068587	William Brent Bell	\N	\N	director,producer,writer	tt11851548,tt3882082,tt1560985,tt0441796
nm0068622	Rachael Bella	1984	\N	actress	tt0298130,tt0115988,tt0113670,tt0108757
nm0068709	Ned Bellamy	1957	\N	actor,director,writer	tt1655389,tt1099212,tt0098904,tt0120601
nm0069079	Troian Bellisario	1985	\N	actress,director,writer	tt1578873,tt6613878,tt2310240,tt1090749
nm0069208	Richard Bellos	\N	\N	miscellaneous,actor	tt0118749,tt0257106,tt0398165,tt0119942
nm0069689	Mark Beltzman	1960	\N	actor,music_department,writer	tt0112508,tt0120179,tt0120888,tt0104897
nm0070115	Paul Ben-Victor	1965	\N	actor,writer,producer	tt0306414,tt1302006,tt2561572,tt2356777
nm0070237	Jordy Benattar	1993	\N	actress,soundtrack	tt0416236,tt0357648,tt0288808,tt1059475
nm0070436	Steve Bendelack	\N	\N	director,miscellaneous,art_department	tt0453451,tt10601438,tt1844923,tt0086807
nm0070801	Paul Benedict	1938	2008	actor,director,archive_footage	tt0088258,tt0085894,tt0068762,tt0076095
nm0070810	Rob Benedict	\N	\N	actor,producer,writer	tt0460681,tt4052886,tt0348333,tt0134247
nm0071011	Starla Benford	1964	\N	actress	tt0475276,tt0468489,tt0120787,tt0798817
nm0071059	Hubertus Bengsch	1952	\N	actor	tt0082096,tt0081834,tt0092389,tt0086564
nm0071275	André 3000	1975	\N	music_artist,actor,composer	tt0430105,tt0417225,tt0365686,tt0377471
nm0071304	H. Jon Benjamin	1966	\N	actor,writer,producer	tt1486217,tt1561755,tt0243655,tt0277371
nm0071345	Paul Benjamin	1935	2019	actor,archive_footage	tt0340377,tt0079116,tt0097216,tt0064665
nm0071636	Bruce Bennett	1906	2007	actor,writer,archive_footage	tt0040897,tt0037913,tt0036323,tt0039302
nm0071818	Jeff Bennett	1962	\N	actor,music_department,miscellaneous	tt0461770,tt0095179,tt0118360,tt0892700
nm0071824	Jill Bennett	1931	1990	actress,writer,archive_footage	tt0059496,tt0082398,tt0044926,tt0091374
nm0071847	Manu Bennett	1969	\N	actor,producer,director	tt0389722,tt0419946,tt0903624,tt1170358
nm0071904	Marcia Bennett	\N	\N	actress,writer	tt0387779,tt9244556,tt0380066
nm0072476	Doug Benson	1962	\N	actor,producer,writer	tt4116284,tt10094378,tt0460649,tt3228420
nm0072483	Elizabeth Benson	1926	\N	actress	tt0059963,tt0072500,tt0248648,tt0077046
nm0072533	Jodi Benson	1961	\N	actress,producer,soundtrack	tt0435761,tt0097757,tt5848272,tt0461770
nm0072578	Martin Benson	1918	2010	actor,writer,archive_footage	tt0075005,tt0049408,tt0058150,tt0058586
nm0072610	Perry Benson	1961	\N	actor,writer,producer	tt0091954,tt0480025,tt0124218,tt0258761
nm0072613	Peter Hans Benson	1963	\N	actor	tt0120787,tt7286456,tt1385826,tt0120663
nm0072713	Lyriq Bent	1974	\N	actor,producer,writer	tt6063050,tt3713588,tt1495950,tt0890870
nm0072758	Tim Bentinck	1953	\N	actor,miscellaneous,sound_department	tt0092712,tt0459159,tt10986410,tt13355234
nm0072949	Mark Benton	1965	\N	actor,soundtrack,archive_footage	tt6433880,tt0366010,tt0353104,tt1054606
nm0073088	Michael Benyaer	\N	\N	actor,sound_department,archive_footage	tt1431045,tt3230854,tt1247687,tt0115226
nm0073128	A.J. Benza	1962	\N	actor,writer,producer	tt0479143,tt0117438,tt0118958,tt3591398
nm0073231	Ladislav Beran	1967	\N	actor,miscellaneous,stunts	tt0187738,tt0167190,tt1229238,tt2427220
nm0073418	Blaze Berdahl	1980	\N	actress,archive_footage	tt0098084,tt0108787,tt0108526,tt1339414
nm0073678	Justin Berfield	1986	\N	actor,producer,writer	tt0212671,tt0112206,tt0273799,tt0368222
nm0074036	Bob Bergen	1964	\N	actor,miscellaneous,sound_department	tt0094625,tt0376390,tt0318155,tt0117705
nm0074163	Edward Berger	1970	\N	director,writer,producer	tt1016150,tt3469918,tt4445154,tt0156575
nm0074186	Grete Berger	1883	1944	actress,archive_footage	tt0013086,tt0003419,tt0003390,tt0012494
nm0074410	Jenica Bergere	1974	\N	actress,producer,director	tt1862079,tt0250687,tt3310976,tt0426592
nm0074426	Bibo Bergeron	1965	\N	art_department,animation_department,director	tt0138749,tt0307453,tt0424095,tt0961097
nm0074788	Henry Bergman	1868	1946	actor,assistant_director,miscellaneous	tt0027977,tt0021749,tt0015864,tt0018773
nm0074834	Mary Kay Bergman	1961	1999	actress,producer,sound_department	tt0158983,tt0119282,tt0101414,tt0120762
nm0074986	Karin Bergquist	1975	\N	actress	tt1139797,tt0103523,tt1501108,tt0907702
nm0075061	Bobbin Bergstrom	\N	\N	miscellaneous,actress,producer	tt0120461,tt0412142,tt4655480,tt0118437
nm0075321	Christian Berkel	1957	\N	actor,archive_footage	tt1638355,tt0363163,tt0985699,tt3203606
nm0075326	Ballard Berkeley	1904	1988	actor,archive_footage	tt0072500,tt0042994,tt0423687,tt0046147
nm0075359	Xander Berkeley	1955	\N	actor,producer,make_up_department	tt0103064,tt0118571,tt0184894,tt0112384
nm0075464	Al Berkowitz	\N	\N	actor	tt0109445
nm0075528	Greg Berlanti	1972	\N	producer,writer,director	tt5164432,tt3107288,tt1133985,tt2193021
nm0075588	Jeannie Berlin	1949	\N	actress,writer,director	tt0068687,tt14208870,tt0466893,tt1791528
nm0075666	Joe Berlinger	1961	\N	producer,director,camera_department	tt0117293,tt2481498,tt0387412,tt0103888
nm0075710	François Berléand	1952	\N	actor,composer,editor	tt0293662,tt0372824,tt1129442,tt0388482
nm0075859	Ted Berman	1919	2001	writer,animation_department,director	tt0082406,tt0088814,tt0066817,tt0076618
nm0076167	Carlos Bernard	1962	\N	actor,director,writer	tt0285331,tt13833978,tt0098844,tt7491982
nm0076251	Jason Bernard	1938	1996	actor,soundtrack,archive_footage	tt0119528,tt0086567,tt0114924,tt0093640
nm0076700	Sara Berner	1912	1969	actress,soundtrack,archive_footage	tt0047396,tt0140895,tt0042116,tt0044486
nm0076718	Chopper Bernet	1963	\N	actor,producer,director	tt0181852,tt0166813,tt0862884,tt1376706
nm0076780	Daniel Bernhardt	1965	\N	actor,stunts,director	tt2406566,tt2911666,tt0234215,tt1904996
nm0077086	Leonard Bernstein	1918	1990	writer,music_department,composer	tt3776668,tt3581652,tt0055614,tt0047296
nm0077397	Elizabeth Berrington	1970	\N	actress,archive_footage	tt0780536,tt0117589,tt12536294,tt9639470
nm0077512	Christopher Berry	\N	\N	actor	tt2024544,tt1853728,tt1124037,tt0381849
nm0077543	Frank Berry	\N	\N	actor	tt0057012,tt0306302,tt0297504,tt0297500
nm0077623	Mark Berry	\N	\N	actor,miscellaneous,archive_footage	tt0359013,tt0109303,tt0934624,tt0118730
nm0077669	Sam Berry	\N	\N	actor	tt0087884
nm0077670	Sarah Berry	1960	\N	writer,actress,camera_department	tt0092991,tt0097001,tt7900786,tt4386596
nm0077720	Michael Berryman	1948	\N	actor,producer,transportation_department	tt0090305,tt0077681,tt0395584,tt0073486
nm0077873	Jean-Yves Berteloot	1957	\N	actor	tt0382625,tt1212419,tt0098238,tt0094711
nm0078229	Sofia Bertolotto	\N	\N	actress	tt0318462,tt0240419,tt4291614,tt0347449
nm0078282	Toni Bertorelli	1948	2017	actor	tt0335345,tt0114096,tt0317965,tt1812418
nm0078653	Jon Beshara	1961	\N	actor,director,writer	tt0263488,tt0439510,tt0058796,tt0261492
nm0078886	Ahmed Best	1973	\N	actor,producer,director	tt0120915,tt0121765,tt0121766,tt0215208
nm0078925	Eve Best	1971	\N	actress,director,archive_footage	tt1504320,tt4800878,tt11198330,tt1190689
nm0078984	Peter Best	1943	\N	composer,music_department,writer	tt0090555,tt0110598,tt0092493,tt0119002
nm0079273	Paul Bettany	1971	\N	actor,writer,producer	tt9140560
nm0079374	Angela Bettis	1973	\N	actress,producer,director	tt0303361,tt0172493,tt0367153,tt0319970
nm0079612	Robert Alan Beuth	\N	\N	actor,writer,producer	tt8521718,tt8595140,tt12530128,tt5990096
nm0079694	Nicholas Beveney	\N	\N	actor,director,writer	tt0318649,tt0485947,tt0426694,tt8595796
nm0079890	Alexander Beyer	1973	\N	actor,transportation_department	tt8399658,tt1879016,tt4445154,tt7598448
nm0080049	Yasiin Bey	1973	\N	actor,producer,music_department	tt0317740,tt0371724,tt0361127,tt0450232
nm0080524	Mayim Bialik	1975	\N	actress,producer,director	tt0094715,tt0898266,tt0101050,tt0095925
nm0080866	James Biberi	\N	\N	actor,producer,writer	tt0780504,tt2101341,tt0395251,tt0419749
nm0080930	Edward Biby	1886	1952	actor,assistant_director	tt0006794,tt0006949,tt0144227
nm0081009	Ross Bickell	1947	\N	actor	tt0964517,tt1600196,tt0075648,tt0110443
nm0081197	Victoria Bidewell	1978	\N	actress	tt0758730,tt0161081,tt0452625,tt1930308
nm0081540	Susanne Bier	1960	\N	director,producer,writer	tt1340107,tt0457655,tt2737304,tt1399664
nm0081572	Craig Bierko	1964	\N	actor,writer,soundtrack	tt0139809,tt0116908,tt0362120,tt0352248
nm0081880	Lexie Bigham	1968	1995	actor	tt0106673,tt0114369,tt0109676,tt0101507
nm0082169	Nicole Bilderback	\N	\N	actress,writer,producer	tt11083696,tt2467372,tt6474378,tt0204946
nm0082211	Haluk Bilginer	1954	\N	actor,music_department,soundtrack	tt2758880,tt7920978,tt1502407,tt2638144
nm0082433	Simon Billig	\N	\N	actor,producer	tt0120863,tt0112178,tt0105946,tt0118492
nm0082450	Paul Feig	1962	\N	producer,actor,director	tt0193676,tt2404463,tt0110006,tt3079380
nm0082507	Beau Billingslea	1944	\N	actor,sound_department,miscellaneous	tt0120694,tt0094761,tt0275277,tt0385700
nm0082517	John Billingsley	1960	\N	actor,soundtrack,archive_footage	tt0756683,tt0313443,tt1190080,tt0244365
nm0082526	Peter Billingsley	1971	\N	producer,actor,director	tt0085334,tt0371746,tt6320628,tt0369436
nm0082545	Michael Billington	1941	2005	actor,writer,miscellaneous	tt0063962,tt0076752,tt0216313,tt0216312
nm0082884	Herman Bing	1889	1947	actor,assistant_director,production_manager	tt0030202,tt0026920,tt0030817,tt0025251
nm0082897	Bing Yin	1962	\N	actor,miscellaneous	tt1179034,tt0381061,tt2543164,tt0234215
nm0082979	Sergio Bini Bustric	1953	\N	actor	tt0118799,tt1859650,tt0178788,tt5056196
nm0083024	Gregg Binkley	\N	\N	actor,director,writer	tt1615919,tt0460091,tt9695266,tt4513674
nm0083081	Edward Binns	1916	1990	actor,archive_footage	tt0050083,tt0066206,tt0084855,tt0053125
nm0083097	Tom Binns	1970	\N	actor,producer,writer	tt6819788,tt0487831,tt0861749,tt0160904
nm0083162	Lidia Biondi	1941	2016	actress,assistant_director,director	tt0892318,tt0879870,tt0384766,tt0402894
nm0083307	Paul Birchard	1954	\N	actor,director,writer	tt0993842,tt0450385,tt0366627,tt0468569
nm0083348	Brad Bird	1957	\N	miscellaneous,writer,animation_department	tt0317705,tt0382932,tt3606756,tt0129167
nm0083399	Larry Bird	1956	\N	actor,miscellaneous,archive_footage	tt0117705,tt0115851,tt0109305,tt26474708
nm0083541	Raye Birk	1943	\N	actor,soundtrack,archive_footage	tt0110622,tt0095705,tt0094142,tt0101745
nm0083641	Matt Birman	1961	\N	stunts,actor,director	tt3230854,tt0144084,tt0120903,tt1132290
nm0083655	Gil Birmingham	1953	\N	actor,miscellaneous,archive_footage	tt5362988,tt1099212,tt1325004,tt1324999
nm0083714	Reed Birney	1954	\N	actor,producer	tt11389748,tt9764362,tt1856010,tt0082404
nm0083781	Cecelia Ann Birt	\N	\N	actress	tt0240772,tt1197624,tt2184980,tt2188931
nm0083782	Christopher Birt	1965	\N	actor	tt0103855,tt0112740,tt0111742,tt0268077
nm0084105	Kelly Bishop	1944	\N	actress,soundtrack,archive_footage	tt0238784,tt0092890,tt1720616,tt0185014
nm0084430	Erwin Biswanger	1896	1970	actor,writer,archive_footage	tt0017136,tt0015175,tt0015174,tt0248557
nm0084659	Denise Bixler	\N	\N	actress,archive_footage	tt0092991,tt0104026,tt0096550,tt15683770
nm0084761	Björn Bjelfvenstam	1929	\N	actor	tt0050986,tt0108970,tt0048641,tt0049763
nm0084812	Trond Bjerknes	1958	\N	composer,music_department,soundtrack	tt1029235,tt1614989,tt4796848,tt0494216
nm0084950	Irina Björklund	1973	\N	actress,music_department,writer	tt10236760,tt1440728,tt3007090,tt0294725
nm0085038	Gunnar Björnstrand	1909	1986	actor,soundtrack,archive_footage	tt0060827,tt0050976,tt0055499,tt0048641
nm0085227	Claudia Black	1972	\N	actress,miscellaneous,producer	tt0387736,tt0134847,tt0187636,tt6304452
nm0085312	Jack Black	1969	\N	actor,producer,writer	tt0332379,tt0146882,tt0457510,tt0360717
nm0085400	Lewis Black	1948	\N	actor,producer,writer	tt2096673,tt0483726,tt0384793,tt0099871
nm0085407	Lucas Black	1982	\N	actor,archive_footage	tt0117666,tt0463985,tt0453562,tt2820852
nm0085664	Josh Blacker	\N	\N	actor,writer,producer	tt1535108,tt2949588,tt4369348,tt1286039
nm0085782	Sidney Blackmer	1895	1973	actor,soundtrack,archive_footage	tt0063522,tt0049314,tt0025004,tt0023938
nm0085860	Paul Blackthorne	1969	\N	actor,producer,director	tt0169102,tt2193021,tt2027128,tt0479162
nm0085940	Nicola Blackwell	\N	\N	actress,archive_footage	tt0249462,tt0088512,tt0368249,tt0798729
nm0085952	Rus Blackwell	\N	\N	actor,producer,casting_director	tt2017109,tt5541338,tt1217613,tt0421715
nm0086301	Macon Blair	1974	\N	actor,writer,director	tt2359024,tt4062536,tt0878695,tt1800302
